simulation_number,mutual_information,entropy,conditional_entropy,meZ,feZ,mB,mZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZeD,fMZyD,meB,myZ,feB,fyZ,mMZS,mMeZS,mMyZS,mMZeS,mMZyS,fMZS,fMeZS,fMyZS,fMZyS,myB,fyB,mF,mM,mFB,mFZ,mFyB,mFeB,mFeZ,mFyZ,fF,fM,fFB,fFZ,fFyB,fFeB,fFeZ,fFyZ,mMB,mMZ,mMeZ,mMyZ,mMeB,mMyB,fMB,fMZ,fMeZ,fMyZ,fMeB,fMyB
553,0.5048727411900789,1.8195562537090062,1.3146835125189273,caceri bahan,cacera bhai,phuphera bhai,choṭī bhan,bhāī,mamera bhai,baṛa bhai,mameri bahan,mɔseri bahan,phupheri bahan,choṭī bhan,mameri bahan,mɔsera bhai,phuphera bhai,caceri bahan,mameri bahan,phuphera bhai,mɔsera bhai,bahan,caceri bahan,mameri bahan,caceri bahan,cacera bhai,mɔsera bhai,mɔsera bhai,cacera bhai,mɔseri bahan,dīdī,mameri bahan,bahan,mamera bhai,phupheri bahan,mameri bahan,choṭā bhāī,mɔsera bhai,phupheri bahan,mamera bhai,mɔseri bahan,mameri bahan,mamera bhai,phupheri bahan,mamera bhai,baṛa bhai,caceri bahan,mameri bahan,cacera bhai,mamera bhai,bhāī,mɔseri bahan,phupheri bahan,caceri bahan,mɔseri bahan,phuphera bhai,mɔseri bahan,cacera bhai,phuphera bhai,phupheri bahan,phupheri bahan,phuphera bhai,dīdī,mɔsera bhai,mɔsera bhai,mamera bhai,cacera bhai,phuphera bhai,caceri bahan,phuphera bhai,caceri bahan,mameri bahan,mamera bhai,cacera bhai,phuphera bhai,mɔseri bahan,mameri bahan,phuphera bhai,mɔseri bahan,mɔsera bhai,mɔseri bahan,cacera bhai,caceri bahan,choṭā bhāī,cacera bhai,cacera bhai,phupheri bahan,mamera bhai,mamera bhai,phupheri bahan,mɔsera bhai,mɔseri bahan,phupheri bahan,mausī,bāp,mausī,buā,cācā,mātā,bāp,tāū,māmā,buā,tāū,mātā,buā,māmā,mausī,buā,buā,mausī,māmā,cācā,tāū,mausī,māmā,māmā,māmā,mausī,tāū,buā
554,0.4281634001742749,1.7775044296444893,1.3493410294702144,mɔseri bahan,mɔsera bhai,dīdī,cacera bhai,mamera bhai,mameri bahan,mɔsera bhai,mamera bhai,mɔseri bahan,mamera bhai,mameri bahan,caceri bahan,mɔsera bhai,mɔsera bhai,phupheri bahan,caceri bahan,cacera bhai,cacera bhai,choṭī bhan,phupheri bahan,dīdī,caceri bahan,phupheri bahan,phuphera bhai,mameri bahan,phupheri bahan,mamera bhai,choṭā bhāī,caceri bahan,cacera bhai,bhāī,mɔsera bhai,mɔseri bahan,choṭā bhāī,mɔseri bahan,mameri bahan,mameri bahan,caceri bahan,bhāī,phupheri bahan,mamera bhai,mɔseri bahan,mamera bhai,mɔsera bhai,baṛa bhai,mamera bhai,phuphera bhai,bahan,mɔseri bahan,mɔsera bhai,phuphera bhai,cacera bhai,caceri bahan,mɔsera bhai,mɔseri bahan,mamera bhai,mɔseri bahan,mameri bahan,caceri bahan,baṛa bhai,cacera bhai,cacera bhai,phupheri bahan,phupheri bahan,bahan,phupheri bahan,mamera bhai,caceri bahan,mameri bahan,phuphera bhai,choṭī bhan,cacera bhai,phuphera bhai,cacera bhai,cacera bhai,mɔseri bahan,phuphera bhai,phupheri bahan,phuphera bhai,caceri bahan,phupheri bahan,mameri bahan,mamera bhai,phuphera bhai,mɔseri bahan,phuphera bhai,mɔsera bhai,mameri bahan,phuphera bhai,mameri bahan,buā,tāū,mausī,mausī,mātā,buā,māmā,māmā,mausī,cācā,māmā,tāū,tāū,mātā,māmā,mausī,buā,tāū,māmā,mausī,buā,bāp,mausī,buā,bāp,buā,māmā,cācā
555,0.39893483046057643,1.8128324979692612,1.4138976675086847,phuphera bhai,choṭā bhāī,caceri bahan,cacera bhai,phupheri bahan,mamera bhai,mamera bhai,phupheri bahan,phuphera bhai,mɔsera bhai,mɔseri bahan,phuphera bhai,caceri bahan,mɔseri bahan,mamera bhai,caceri bahan,bahan,phupheri bahan,cacera bhai,mɔsera bhai,mɔsera bhai,mamera bhai,mameri bahan,mɔseri bahan,cacera bhai,baṛa bhai,mameri bahan,phuphera bhai,caceri bahan,mameri bahan,mameri bahan,mɔseri bahan,phuphera bhai,mɔseri bahan,phuphera bhai,cacera bhai,phupheri bahan,mamera bhai,phupheri bahan,phupheri bahan,mamera bhai,cacera bhai,phuphera bhai,mɔsera bhai,phupheri bahan,mameri bahan,mamera bhai,mameri bahan,cacera bhai,mɔseri bahan,mameri bahan,mɔsera bhai,phupheri bahan,caceri bahan,mameri bahan,dīdī,mɔseri bahan,cacera bhai,caceri bahan,mamera bhai,phupheri bahan,mɔseri bahan,mameri bahan,cacera bhai,mɔseri bahan,bahan,caceri bahan,mɔsera bhai,baṛa bhai,mɔsera bhai,phuphera bhai,choṭā bhāī,choṭī bhan,phuphera bhai,caceri bahan,bhāī,mɔsera bhai,cacera bhai,mamera bhai,bhāī,mameri bahan,caceri bahan,mɔseri bahan,dīdī,choṭī bhan,mɔsera bhai,cacera bhai,phuphera bhai,phupheri bahan,mamera bhai,mātā,māmā,mausī,mātā,buā,cācā,mausī,buā,bāp,buā,māmā,tāū,mausī,tāū,mausī,buā,māmā,buā,tāū,cācā,māmā,mausī,māmā,buā,mausī,bāp,māmā,tāū
556,0.3860677626390452,1.8014250232855256,1.4153572606464804,cacera bhai,mɔsera bhai,phupheri bahan,phupheri bahan,mɔseri bahan,phuphera bhai,mɔsera bhai,mamera bhai,mɔseri bahan,mɔseri bahan,phuphera bhai,mamera bhai,caceri bahan,mameri bahan,mameri bahan,phuphera bhai,mameri bahan,mɔsera bhai,mamera bhai,cacera bhai,mɔsera bhai,mamera bhai,cacera bhai,phuphera bhai,bahan,mɔsera bhai,baṛa bhai,mameri bahan,caceri bahan,choṭī bhan,choṭā bhāī,phupheri bahan,phuphera bhai,cacera bhai,cacera bhai,choṭā bhāī,mameri bahan,caceri bahan,bhāī,mɔseri bahan,mameri bahan,phupheri bahan,mamera bhai,phupheri bahan,cacera bhai,mɔsera bhai,mɔseri bahan,bhāī,phupheri bahan,cacera bhai,phuphera bhai,mameri bahan,phuphera bhai,choṭī bhan,cacera bhai,phupheri bahan,mamera bhai,cacera bhai,caceri bahan,mɔseri bahan,bahan,dīdī,mameri bahan,mameri bahan,mamera bhai,phupheri bahan,mɔseri bahan,caceri bahan,mɔsera bhai,caceri bahan,mamera bhai,mɔseri bahan,caceri bahan,baṛa bhai,phupheri bahan,mɔsera bhai,mameri bahan,cacera bhai,mɔseri bahan,caceri bahan,caceri bahan,phuphera bhai,mamera bhai,phupheri bahan,phuphera bhai,mɔseri bahan,mɔsera bhai,dīdī,phuphera bhai,mamera bhai,māmā,māmā,mausī,tāū,tāū,bāp,cācā,mātā,māmā,mausī,mausī,bāp,mausī,buā,māmā,buā,buā,māmā,buā,mātā,buā,mausī,tāū,tāū,cācā,buā,māmā,mausī
557,0.43791977182617403,1.813167513656332,1.375247741830158,mameri bahan,phuphera bhai,cacera bhai,mamera bhai,caceri bahan,caceri bahan,mameri bahan,cacera bhai,phupheri bahan,baṛa bhai,baṛa bhai,mamera bhai,cacera bhai,mameri bahan,bahan,phuphera bhai,cacera bhai,mɔsera bhai,phupheri bahan,bhāī,caceri bahan,cacera bhai,mameri bahan,cacera bhai,mɔsera bhai,mɔseri bahan,choṭī bhan,mameri bahan,phupheri bahan,mɔseri bahan,mameri bahan,dīdī,mameri bahan,mɔseri bahan,cacera bhai,mɔsera bhai,phupheri bahan,caceri bahan,phupheri bahan,mɔseri bahan,bahan,mɔsera bhai,mamera bhai,cacera bhai,cacera bhai,mɔsera bhai,caceri bahan,caceri bahan,mamera bhai,caceri bahan,mɔsera bhai,caceri bahan,dīdī,cacera bhai,mamera bhai,phupheri bahan,bhāī,mamera bhai,phuphera bhai,mɔseri bahan,mɔseri bahan,mɔseri bahan,phuphera bhai,mamera bhai,phupheri bahan,phuphera bhai,phuphera bhai,mɔsera bhai,mɔsera bhai,phupheri bahan,caceri bahan,mɔseri bahan,mamera bhai,mamera bhai,mɔseri bahan,mamera bhai,phuphera bhai,mɔseri bahan,mameri bahan,mameri bahan,mameri bahan,choṭī bhan,phuphera bhai,choṭā bhāī,choṭā bhāī,phuphera bhai,phuphera bhai,phupheri bahan,phupheri bahan,mɔsera bhai,māmā,mausī,cācā,mausī,māmā,mausī,buā,māmā,buā,tāū,mātā,māmā,tāū,mātā,cācā,mausī,buā,māmā,buā,buā,tāū,bāp,tāū,mausī,mausī,buā,bāp,māmā
558,0.5366513177731098,1.8057342248055175,1.2690829070324077,mɔseri bahan,mamera bhai,mameri bahan,mɔseri bahan,mameri bahan,choṭā bhāī,phupheri bahan,mameri bahan,mɔseri bahan,caceri bahan,choṭā bhāī,phuphera bhai,mɔseri bahan,phuphera bhai,phupheri bahan,mɔseri bahan,phuphera bhai,bhāī,mamera bhai,phupheri bahan,baṛa bhai,mamera bhai,cacera bhai,caceri bahan,mamera bhai,mameri bahan,bahan,bahan,mameri bahan,cacera bhai,caceri bahan,mameri bahan,mɔsera bhai,mɔsera bhai,phuphera bhai,mɔseri bahan,mɔsera bhai,choṭī bhan,phuphera bhai,caceri bahan,phuphera bhai,phupheri bahan,phuphera bhai,mameri bahan,bhāī,cacera bhai,mameri bahan,mamera bhai,caceri bahan,mamera bhai,phupheri bahan,phuphera bhai,cacera bhai,cacera bhai,caceri bahan,mɔsera bhai,baṛa bhai,phuphera bhai,mɔsera bhai,mɔseri bahan,cacera bhai,cacera bhai,phupheri bahan,cacera bhai,phuphera bhai,phupheri bahan,choṭī bhan,mɔseri bahan,phupheri bahan,caceri bahan,mamera bhai,mɔsera bhai,dīdī,mɔsera bhai,dīdī,mamera bhai,mɔseri bahan,phupheri bahan,cacera bhai,cacera bhai,mamera bhai,mameri bahan,mɔseri bahan,phupheri bahan,mameri bahan,mamera bhai,caceri bahan,mɔsera bhai,mɔsera bhai,caceri bahan,māmā,buā,mausī,mausī,buā,māmā,buā,tāū,māmā,tāū,mātā,mausī,mausī,māmā,māmā,buā,mātā,mausī,buā,cācā,cācā,bāp,tāū,mausī,māmā,bāp,buā,tāū
559,0.4646064775153367,1.7783380084715459,1.3137315309562092,mɔsera bhai,mamera bhai,mameri bahan,caceri bahan,mɔseri bahan,cacera bhai,mamera bhai,mɔsera bhai,mamera bhai,mameri bahan,mɔsera bhai,mamera bhai,phuphera bhai,phuphera bhai,phuphera bhai,phuphera bhai,cacera bhai,dīdī,dīdī,phuphera bhai,cacera bhai,bahan,choṭā bhāī,mameri bahan,mɔseri bahan,mamera bhai,phuphera bhai,phuphera bhai,phupheri bahan,mameri bahan,mameri bahan,mɔsera bhai,phupheri bahan,mameri bahan,bhāī,mamera bhai,cacera bhai,caceri bahan,phupheri bahan,baṛa bhai,phupheri bahan,mɔseri bahan,baṛa bhai,choṭā bhāī,mɔseri bahan,caceri bahan,phupheri bahan,mɔsera bhai,mɔseri bahan,cacera bhai,cacera bhai,mɔseri bahan,caceri bahan,phupheri bahan,phupheri bahan,mɔseri bahan,phupheri bahan,mɔsera bhai,mɔsera bhai,cacera bhai,mɔsera bhai,cacera bhai,mɔseri bahan,phuphera bhai,mameri bahan,caceri bahan,mɔseri bahan,choṭī bhan,mamera bhai,choṭī bhan,cacera bhai,bahan,caceri bahan,caceri bahan,caceri bahan,mamera bhai,mamera bhai,mɔsera bhai,mamera bhai,phuphera bhai,bhāī,mɔseri bahan,mameri bahan,mameri bahan,phupheri bahan,caceri bahan,cacera bhai,phupheri bahan,phuphera bhai,mameri bahan,māmā,mausī,buā,buā,cācā,māmā,tāū,mātā,cācā,mausī,tāū,mausī,māmā,bāp,buā,buā,māmā,tāū,mausī,mātā,mausī,tāū,māmā,māmā,bāp,buā,buā,mausī
560,0.4885379150853708,1.7796637991278033,1.2911258840424324,phuphera bhai,mɔsera bhai,bahan,cacera bhai,choṭī bhan,phupheri bahan,mɔseri bahan,mamera bhai,caceri bahan,phupheri bahan,mamera bhai,mɔsera bhai,phupheri bahan,phupheri bahan,mɔseri bahan,choṭī bhan,mamera bhai,mɔsera bhai,mɔsera bhai,caceri bahan,mamera bhai,mɔsera bhai,phuphera bhai,baṛa bhai,caceri bahan,mamera bhai,bahan,mameri bahan,mameri bahan,cacera bhai,mameri bahan,dīdī,phuphera bhai,cacera bhai,mɔsera bhai,phupheri bahan,phupheri bahan,choṭā bhāī,mɔseri bahan,cacera bhai,mameri bahan,mɔseri bahan,mɔseri bahan,mɔseri bahan,phuphera bhai,phuphera bhai,mɔsera bhai,mamera bhai,phupheri bahan,dīdī,mameri bahan,mɔseri bahan,mɔseri bahan,bhāī,mɔsera bhai,cacera bhai,mamera bhai,phupheri bahan,cacera bhai,mamera bhai,mɔseri bahan,phuphera bhai,mameri bahan,caceri bahan,cacera bhai,phupheri bahan,mameri bahan,caceri bahan,mameri bahan,bhāī,phuphera bhai,phuphera bhai,cacera bhai,caceri bahan,phuphera bhai,caceri bahan,caceri bahan,phupheri bahan,choṭā bhāī,caceri bahan,mamera bhai,cacera bhai,mamera bhai,mameri bahan,mameri bahan,phuphera bhai,baṛa bhai,mɔsera bhai,cacera bhai,mɔseri bahan,buā,tāū,tāū,mausī,cācā,buā,māmā,māmā,cācā,tāū,mausī,tāū,buā,mausī,mausī,bāp,mausī,māmā,mātā,buā,buā,māmā,māmā,māmā,bāp,buā,mātā,mausī
561,0.5658822481683519,1.8200174200119343,1.2541351718435825,phupheri bahan,phuphera bhai,mameri bahan,mameri bahan,phuphera bhai,phupheri bahan,mɔsera bhai,phupheri bahan,phupheri bahan,cacera bhai,mɔsera bhai,caceri bahan,mamera bhai,phuphera bhai,cacera bhai,mamera bhai,mamera bhai,bhāī,bhāī,mameri bahan,phupheri bahan,mameri bahan,mamera bhai,mɔseri bahan,phuphera bhai,caceri bahan,caceri bahan,mamera bhai,mameri bahan,cacera bhai,caceri bahan,mɔseri bahan,mɔsera bhai,phuphera bhai,phupheri bahan,choṭā bhāī,caceri bahan,mɔsera bhai,mamera bhai,baṛa bhai,mɔsera bhai,mɔseri bahan,phuphera bhai,mɔseri bahan,mɔsera bhai,mɔsera bhai,phupheri bahan,bahan,cacera bhai,caceri bahan,mɔseri bahan,caceri bahan,phuphera bhai,mameri bahan,caceri bahan,mamera bhai,mɔseri bahan,choṭī bhan,dīdī,baṛa bhai,mamera bhai,cacera bhai,phupheri bahan,phupheri bahan,cacera bhai,mɔsera bhai,mɔseri bahan,mɔseri bahan,cacera bhai,mɔsera bhai,choṭā bhāī,choṭī bhan,phupheri bahan,phuphera bhai,caceri bahan,mameri bahan,mɔseri bahan,mamera bhai,cacera bhai,dīdī,mameri bahan,bahan,phuphera bhai,mameri bahan,mamera bhai,cacera bhai,cacera bhai,mɔseri bahan,mameri bahan,phuphera bhai,buā,tāū,mausī,cācā,māmā,mausī,bāp,tāū,mātā,mausī,māmā,māmā,mausī,māmā,buā,buā,mausī,cācā,tāū,buā,tāū,buā,māmā,mausī,buā,bāp,mātā,māmā
562,0.39724262320767556,1.8418831263227795,1.444640503115104,mɔsera bhai,mɔseri bahan,caceri bahan,mamera bhai,mameri bahan,phupheri bahan,choṭī bhan,phuphera bhai,mameri bahan,cacera bhai,mɔseri bahan,mɔseri bahan,cacera bhai,mameri bahan,mɔseri bahan,caceri bahan,mameri bahan,mamera bhai,cacera bhai,phuphera bhai,bahan,mamera bhai,cacera bhai,mamera bhai,phupheri bahan,baṛa bhai,phupheri bahan,bhāī,phuphera bhai,mɔsera bhai,cacera bhai,caceri bahan,bahan,mamera bhai,phuphera bhai,mɔsera bhai,mɔsera bhai,mɔseri bahan,mɔseri bahan,mamera bhai,bhāī,choṭā bhāī,mameri bahan,phupheri bahan,caceri bahan,mamera bhai,baṛa bhai,phuphera bhai,mɔsera bhai,mɔsera bhai,mamera bhai,cacera bhai,choṭā bhāī,mɔsera bhai,phuphera bhai,mɔseri bahan,phupheri bahan,mamera bhai,phupheri bahan,mɔseri bahan,caceri bahan,caceri bahan,phuphera bhai,choṭī bhan,phupheri bahan,mameri bahan,cacera bhai,cacera bhai,phupheri bahan,dīdī,mɔsera bhai,phuphera bhai,mameri bahan,cacera bhai,cacera bhai,phuphera bhai,mameri bahan,caceri bahan,mameri bahan,phupheri bahan,mamera bhai,caceri bahan,phupheri bahan,mameri bahan,caceri bahan,mɔseri bahan,phuphera bhai,mɔsera bhai,dīdī,mɔseri bahan,tāū,cācā,buā,cācā,bāp,mausī,mātā,mausī,buā,buā,mausī,māmā,māmā,tāū,buā,māmā,mātā,buā,mausī,bāp,buā,māmā,māmā,mausī,māmā,tāū,tāū,mausī
563,0.4285618537246707,1.8684982928935068,1.439936439168836,phupheri bahan,mameri bahan,mamera bhai,caceri bahan,phupheri bahan,mamera bhai,phupheri bahan,choṭī bhan,mɔsera bhai,mɔsera bhai,choṭī bhan,mamera bhai,phuphera bhai,mameri bahan,phupheri bahan,bahan,dīdī,mameri bahan,phuphera bhai,mameri bahan,bhāī,mɔseri bahan,phupheri bahan,caceri bahan,mameri bahan,mɔseri bahan,mɔseri bahan,mamera bhai,dīdī,cacera bhai,baṛa bhai,mamera bhai,mɔseri bahan,mɔsera bhai,phuphera bhai,cacera bhai,caceri bahan,mamera bhai,mamera bhai,caceri bahan,mamera bhai,mɔseri bahan,mɔseri bahan,phuphera bhai,phuphera bhai,caceri bahan,phupheri bahan,caceri bahan,mameri bahan,bhāī,phuphera bhai,mɔsera bhai,phupheri bahan,mameri bahan,mɔseri bahan,mɔsera bhai,phuphera bhai,mɔseri bahan,caceri bahan,mɔsera bhai,bahan,mɔseri bahan,mameri bahan,cacera bhai,mɔsera bhai,phuphera bhai,mameri bahan,cacera bhai,mɔsera bhai,cacera bhai,mamera bhai,baṛa bhai,cacera bhai,mɔseri bahan,mameri bahan,cacera bhai,phupheri bahan,phuphera bhai,cacera bhai,cacera bhai,choṭā bhāī,phupheri bahan,cacera bhai,choṭā bhāī,caceri bahan,mamera bhai,phuphera bhai,mɔsera bhai,caceri bahan,phupheri bahan,buā,tāū,mausī,mausī,tāū,māmā,tāū,māmā,mausī,mausī,mātā,cācā,māmā,buā,buā,buā,bāp,mātā,tāū,mausī,māmā,buā,buā,māmā,māmā,bāp,cācā,mausī
564,0.45399513949854775,1.7765917736699675,1.3225966341714197,dīdī,cacera bhai,phupheri bahan,phupheri bahan,bahan,choṭī bhan,phupheri bahan,cacera bhai,cacera bhai,mameri bahan,cacera bhai,mameri bahan,mameri bahan,mamera bhai,mamera bhai,baṛa bhai,mameri bahan,mɔsera bhai,bhāī,mameri bahan,phupheri bahan,mɔsera bhai,phuphera bhai,choṭā bhāī,phuphera bhai,phupheri bahan,mamera bhai,caceri bahan,caceri bahan,phuphera bhai,phuphera bhai,cacera bhai,mɔsera bhai,baṛa bhai,cacera bhai,caceri bahan,mɔsera bhai,mɔsera bhai,caceri bahan,mɔsera bhai,phuphera bhai,phupheri bahan,choṭī bhan,cacera bhai,dīdī,caceri bahan,mameri bahan,mameri bahan,mɔsera bhai,phupheri bahan,mamera bhai,mɔseri bahan,caceri bahan,bahan,mamera bhai,phupheri bahan,caceri bahan,mamera bhai,phuphera bhai,phupheri bahan,mɔseri bahan,mamera bhai,mameri bahan,mɔseri bahan,choṭā bhāī,mɔseri bahan,mɔseri bahan,phuphera bhai,mameri bahan,cacera bhai,mɔseri bahan,mameri bahan,cacera bhai,mɔseri bahan,mamera bhai,phuphera bhai,phupheri bahan,caceri bahan,phuphera bhai,phuphera bhai,mɔsera bhai,mamera bhai,mɔsera bhai,mɔseri bahan,cacera bhai,mɔseri bahan,bhāī,mamera bhai,caceri bahan,mɔseri bahan,buā,buā,māmā,mausī,buā,mausī,mausī,māmā,māmā,cācā,mātā,tāū,mātā,tāū,buā,mausī,māmā,buā,mausī,cācā,māmā,bāp,mausī,buā,māmā,tāū,tāū,bāp
565,0.44161751483852374,1.8103134047651053,1.3686958899265815,mɔseri bahan,mɔsera bhai,mamera bhai,dīdī,bhāī,phuphera bhai,mamera bhai,cacera bhai,bahan,mameri bahan,mɔseri bahan,caceri bahan,mamera bhai,mɔseri bahan,cacera bhai,phupheri bahan,mamera bhai,mameri bahan,mameri bahan,phuphera bhai,mɔsera bhai,mɔseri bahan,mameri bahan,phupheri bahan,mɔseri bahan,phuphera bhai,dīdī,phuphera bhai,mameri bahan,mɔsera bhai,cacera bhai,mameri bahan,mɔseri bahan,mamera bhai,caceri bahan,caceri bahan,phupheri bahan,caceri bahan,mameri bahan,caceri bahan,phuphera bhai,mɔsera bhai,bhāī,mamera bhai,mɔsera bhai,cacera bhai,phupheri bahan,phuphera bhai,mɔseri bahan,caceri bahan,phuphera bhai,phupheri bahan,mɔseri bahan,mɔsera bhai,phupheri bahan,choṭī bhan,caceri bahan,baṛa bhai,mamera bhai,cacera bhai,mamera bhai,cacera bhai,cacera bhai,mameri bahan,mamera bhai,mɔseri bahan,phuphera bhai,caceri bahan,phuphera bhai,phupheri bahan,phupheri bahan,cacera bhai,choṭā bhāī,choṭī bhan,mameri bahan,mamera bhai,phupheri bahan,mɔseri bahan,caceri bahan,mɔsera bhai,cacera bhai,mɔsera bhai,baṛa bhai,mameri bahan,mɔsera bhai,phupheri bahan,phuphera bhai,bahan,cacera bhai,choṭā bhāī,tāū,buā,māmā,māmā,māmā,buā,mātā,mātā,buā,cācā,mausī,tāū,buā,cācā,mausī,mausī,bāp,buā,māmā,tāū,buā,mausī,māmā,mausī,tāū,mausī,bāp,māmā
566,0.4424271309069774,1.831955964265491,1.3895288333585136,mamera bhai,cacera bhai,phuphera bhai,phuphera bhai,phupheri bahan,choṭī bhan,cacera bhai,mamera bhai,mamera bhai,mɔseri bahan,mameri bahan,mɔseri bahan,mɔsera bhai,mɔsera bhai,caceri bahan,cacera bhai,cacera bhai,phuphera bhai,bahan,cacera bhai,mamera bhai,mɔsera bhai,phupheri bahan,phupheri bahan,caceri bahan,caceri bahan,mamera bhai,mamera bhai,caceri bahan,mameri bahan,mamera bhai,mamera bhai,cacera bhai,mameri bahan,phupheri bahan,mɔsera bhai,mameri bahan,phupheri bahan,phuphera bhai,bahan,mɔsera bhai,cacera bhai,phupheri bahan,caceri bahan,mɔsera bhai,mɔseri bahan,mameri bahan,mɔseri bahan,mameri bahan,mɔseri bahan,mɔsera bhai,mameri bahan,mɔsera bhai,phuphera bhai,choṭā bhāī,mameri bahan,phupheri bahan,phuphera bhai,bhāī,caceri bahan,caceri bahan,baṛa bhai,cacera bhai,phuphera bhai,mɔseri bahan,caceri bahan,mameri bahan,mamera bhai,mɔseri bahan,phuphera bhai,choṭā bhāī,phupheri bahan,baṛa bhai,mɔseri bahan,mɔseri bahan,dīdī,phuphera bhai,phuphera bhai,cacera bhai,mɔsera bhai,dīdī,choṭī bhan,bhāī,phupheri bahan,caceri bahan,mɔseri bahan,cacera bhai,phupheri bahan,mameri bahan,mamera bhai,buā,bāp,māmā,buā,cācā,māmā,tāū,māmā,mātā,māmā,tāū,buā,māmā,bāp,mausī,mausī,buā,tāū,tāū,buā,buā,mātā,cācā,mausī,mausī,māmā,mausī,mausī
567,0.45608618972419146,1.7325706902716842,1.2764845005474927,mameri bahan,mameri bahan,mɔsera bhai,cacera bhai,choṭī bhan,caceri bahan,mɔsera bhai,mameri bahan,cacera bhai,caceri bahan,choṭī bhan,cacera bhai,mɔsera bhai,mɔseri bahan,cacera bhai,mameri bahan,phupheri bahan,phuphera bhai,mɔsera bhai,cacera bhai,mɔsera bhai,mɔsera bhai,cacera bhai,mɔseri bahan,mɔseri bahan,bahan,choṭā bhāī,mɔseri bahan,mameri bahan,caceri bahan,phuphera bhai,phupheri bahan,mamera bhai,phupheri bahan,phuphera bhai,mɔseri bahan,baṛa bhai,phupheri bahan,mamera bhai,caceri bahan,mɔseri bahan,cacera bhai,phupheri bahan,mamera bhai,mamera bhai,phupheri bahan,mameri bahan,phupheri bahan,phuphera bhai,mɔseri bahan,baṛa bhai,mɔseri bahan,phuphera bhai,cacera bhai,mɔseri bahan,mamera bhai,caceri bahan,mɔseri bahan,mameri bahan,dīdī,mameri bahan,mɔsera bhai,mɔsera bhai,caceri bahan,choṭā bhāī,phupheri bahan,phuphera bhai,bhāī,dīdī,phuphera bhai,phupheri bahan,mamera bhai,bhāī,cacera bhai,cacera bhai,phuphera bhai,phupheri bahan,phuphera bhai,mameri bahan,mamera bhai,caceri bahan,mameri bahan,mɔsera bhai,mamera bhai,caceri bahan,mamera bhai,caceri bahan,phuphera bhai,bahan,mamera bhai,māmā,mausī,buā,mausī,māmā,bāp,cācā,mausī,māmā,buā,buā,tāū,mātā,tāū,buā,māmā,mausī,tāū,māmā,māmā,buā,mausī,buā,mausī,mātā,cācā,tāū,bāp
568,0.5047875461433169,1.8838570165899533,1.3790694704466364,cacera bhai,cacera bhai,cacera bhai,mɔseri bahan,phuphera bhai,choṭā bhāī,caceri bahan,phupheri bahan,mamera bhai,caceri bahan,phupheri bahan,mameri bahan,mɔseri bahan,mɔseri bahan,bahan,mɔsera bhai,dīdī,phupheri bahan,mɔsera bhai,dīdī,mɔsera bhai,phuphera bhai,mamera bhai,bhāī,mameri bahan,cacera bhai,mɔsera bhai,cacera bhai,phupheri bahan,phuphera bhai,cacera bhai,choṭā bhāī,mameri bahan,mɔseri bahan,phuphera bhai,mɔsera bhai,mɔseri bahan,caceri bahan,cacera bhai,caceri bahan,caceri bahan,caceri bahan,phuphera bhai,mamera bhai,cacera bhai,cacera bhai,phuphera bhai,mɔsera bhai,caceri bahan,mamera bhai,phuphera bhai,mameri bahan,phuphera bhai,mɔsera bhai,phuphera bhai,mameri bahan,baṛa bhai,phupheri bahan,phupheri bahan,mameri bahan,phupheri bahan,bahan,mamera bhai,choṭī bhan,choṭī bhan,caceri bahan,mameri bahan,mameri bahan,caceri bahan,mamera bhai,phuphera bhai,mɔseri bahan,mameri bahan,mamera bhai,mamera bhai,mɔseri bahan,mɔseri bahan,baṛa bhai,mameri bahan,mamera bhai,mɔsera bhai,cacera bhai,mɔsera bhai,phupheri bahan,mɔseri bahan,bhāī,mɔseri bahan,phupheri bahan,phupheri bahan,mamera bhai,cācā,cācā,māmā,buā,māmā,tāū,tāū,māmā,māmā,mausī,mātā,mausī,tāū,mausī,bāp,mausī,tāū,bāp,buā,buā,mausī,mausī,māmā,mātā,buā,buā,māmā,buā
